Name (Social Reason),Legal Designation,Other Designation,Address,City,Postal Code,Province,Country,Latitude,Longitude,Administration Region,Permit #,Measure under the Permit #,Type of Permit,AMBQ Member,Year Founded,Website,Email,Telephone,Facebook,Ratebeer,Untappd,Menu,Twitter,Wikidata,Youtube,Instagram,Pinterest,Snapchat,Other,Notes
BRASSERIE DU BOIS BLANC,BRASSERIE DU BOIS BLANC INC.,,"518, RUE MAIN",HUDSON,J0P 1H0,Québec,Canada,45.46052,-74.145062,16,BR126,,Brasseur ,0,2016,http://boisblanc.ca/,?,450-613-1506,https://m.facebook.com/brasserieduboisblanc/,http://www.ratebeer.com/brewers/brasserie-du-bois-blanc/28702/,https://untappd.com/w/brasserie-du-bois-blanc/254809,?,?,?,?,?,?,?,,
MONSREGIUS BIÈRES ARTISANALES,9330-0135 QUÉBEC INC.,,"1750, RUE MARIE-VICTORIN, SECTION 5",SAINT-BRUNO-DEMONTARVILLE,J3V 6B9,Québec,Canada,45.51572,-73.360482,16,BR127,,Brasseur ,0,2016,monsregius.ca,info@monsregius.ca,514-241-6844,https://www.facebook.com/MonsRegius/,http://www.ratebeer.com/brewers/monsregius-bieres-artisanales/21918/,https://untappd.com/MonsRegius,?,https://twitter.com/MonsRegius_ba,?,?,?,?,?,http://monsregius-bieres-artisanales.tumblr.com/,
DOMAINE BERTHIAUME,CARL BERTHIAUME,,"562, CHEMIN DU PETIT-BERNIER",SAINT-JEAN-SUR-RICHELIEU,J3B 6Y8,Québec,Canada,45.271221,-73.307583,16,BR128,,Brasseur ,0,2016,?,domaineberthiaume@gmail.com,514-715-4118,,http://www.ratebeer.com/brewers/domaine-berthiaume/28265/,https://untappd.com/w/domaine-berthiaume/291098,https://www.aumenu.info/domaine-berthiaume-bh/,?,?,?,?,?,?,,
"LE TEMPS D'UNE PINTE, COOP DE TRAVAIL BRASSICOLE","LE TEMPS D'UNE PINTE, COOP DE TRAVAIL BRASSICOLE",,"1465, RUE NOTRE-DAME CENTRE",TROIS-RIVIERES,G9A 4X4,Québec,Canada,46.34145,-72.540636,4,BR129,,Brasseur ,0,2016,letempsdunepinte.ca,?,819-694-4484,https://www.facebook.com/tempsdunepinte,http://www.ratebeer.com/brewers/le-temps-dune-pinte/18549/,https://untappd.com/tempsdunepinte,?,https://twitter.com/tempsdunepinte,?,https://www.youtube.com/user/tempsdunepinte,?,?,?,https://fr.foursquare.com/v/le-temps-dune-pinte/520c488704932996b213260c,
BRASSERIE NEW DEAL,BRASSERIE NEW DEAL,,"1500, RUE NOBEL - LOCAL J",BOUCHERVILLE,J4B 5H3,Québec,Canada,45.56762,-73.4183,16,BR130,,Brasseur ,1,2016,http://www.brasserie-newdeal.com,dguay@brasserie-newdeal.com,514-312-3035,https://www.facebook.com/biere.boldwin.beer,http://www.ratebeer.com/brewers/brasserie-new-deal-brewing-co/27242/,https://untappd.com/BrasserieNewDealBrewingCo,?,https://twitter.com/bnewdeal,?,?,https://www.instagram.com/boldwin_b/,?,?,,
MICROBRASSERIE LAGABIÈRE,MICROBRASSERIE LAGABIÈRE,,"780, AVENUE THOMAS",SAINT-JEAN-SUR-RICHELIEU,J2X 5E7,Québec,Canada,45.305392,-73.250639,16,BR131,,Brasseur ,0,2016,lagabiere.com,sebastien.laganiere@hotmail.com,450-376-6343,https://www.facebook.com/Lagabi%C3%A8re-1628349960725526/,http://www.ratebeer.com/brewers/lagabiere/15804/,https://untappd.com/Lagabiere,?,?,?,?,?,?,?,,
MICROBRASSERIE LES GRANDS BOIS,"MICROBRASSERIE LES GRANDS BOIS, COOPÉRATIVE DE TRAVAIL BRASSICOLE",,"415, RUE TESSIER EST",SAINT-CASIMIR,G0A 3L0,Québec,Canada,46.657917,-72.136123,3,BR132,,Brasseur ,0,2016,?,?,418-325-4211,https://www.facebook.com/Microbrasserie-Les-Grands-Bois-684837684960484/?fref=ts#,http://www.ratebeer.com/brewers/les-grands-bois/27967/,https://untappd.com/Les_Grands_Bois,?,?,?,?,?,?,?,,
MICROBRASSERIE MALTSTROM,MICROBRASSERIE MALTSTROM INC.,,"557E, ROUTE 131",NOTRE-DAME-DES-PRAIRIES,J6E 0M1,Québec,Canada,46.056006,-73.418917,14,BR133,,Brasseur ,0,2016,http://www.maltstrom.com/brasserie-artisanale-lanaudiere/,?,?,https://www.facebook.com/maltstrom,http://www.ratebeer.com/brewers/microbrasserie-maltstrom/29031/,https://untappd.com/Maltstrom,?,?,?,?,?,?,?,,
HOTEL ROQUEMONT ,HOTEL ROQUEMONT INC.,,"105, GRANDE LIGNE",SAINT-RAYMOND,G3L 2Y4,Québec,Canada,46.899844,-71.815251,3,BR134,,Brasseur ,0,2016,http://www.roquemont.com/,reservations@roquemont.com,418-337-6734,https://www.facebook.com/roquemont,http://www.ratebeer.com/brewers/microbrasserie-du-roquemont/23594/,https://untappd.com/w/roquemont/195746,?,?,?,https://www.youtube.com/watch?v=pqsqQxHcEyU&feature=youtu.be,?,?,?,https://fr.tripadvisor.ca/Hotel_Review-g1904100-d4723781-Reviews-Hotel_Roquemont-Saint_Raymond_Quebec.html,
MICROBRASSERIE L'ARSENAL,MICROBRASSERIE L'ARSENAL INC.,,"473, 1er RANG NORD",CHARETTE,G0X 1E0,Québec,Canada,46.453988,-72.9415,4,BR135,,Brasseur ,0,2016,?,?,819-221-4677,?,http://www.ratebeer.com/brewers/larsenal/29362/,https://untappd.com/w/microbrasserie-l-arsenal/308259,?,?,?,?,?,?,?,,
BRASSEURS DU MONDE,BRASSEURS DU MONDE INC. ,,"3755, RUE PICARD - LOCAL 2",SAINT-HYACINTHE,J2S 1H3,Québec,Canada,45.635627,-72.984067,16,BR136,,Brasseur ,1,2016,http://www.brasseursdumonde.com/,info@brasseursdumonde.ca,450-250-2611,https://www.facebook.com/BrasseurDuMonde,http://www.ratebeer.com/brewers/brasseurs-du-monde--le-picoleur/12944/,https://untappd.com/w/brasseurs-du-monde/17022,?,https://twitter.com/BrasseurDuMonde,?,?,?,?,?,,
BRASSEURS DE MONTRÉAL (BERRI),,,"775, RUE BERRI",MONTRÉAL ,H2Y 3E5,Québec,Canada,45.512017,-73.553208,6,,BR060 ,Sans permis,0,2008,http://www.brasseurdemontreal.ca/ ,info@bdmtl.ca,514-788-4500,https://www.facebook.com/BrasseurdeMontreal,http://www.ratebeer.com/brewers/brasseurs-de-montreal/9464/,https://untappd.com/dmerineau,X,https://twitter.com/BrasseurMtl,?,?,?,?,?,,
BIÈRES JUKEBOX (BDM) GRIFFINTON,,,"1483, RUE OTTAWA ",MONTRÉAL ,H3C 1S9 ,Québec,Canada,45.48978,-73.564426,6,,BR121,Sans permis,0,2012,http://www.bieresjukebox.com/,renaudgouin@gmail.com,?,https://www.facebook.com/Bi%C3%A8res-Jukebox-145333718938314/,http://www.ratebeer.com/brewers/jukebox/15116/,https://untappd.com/BieresJukebox,X,https://twitter.com/BieresJukebox,?,?,?,?,?,,
AVANT-GARDE BRASSEURS,,,"2350, RUE DICKSON, LOCAL 1400",MONTRÉAL,H1N 3T1 ,Québec,Canada,45.56727,-73.5374,6,,BR121,Sans permis,0,2016,http://brasseursavantgarde.com/,renaud@brasseursavantgarde.com,?,https://www.facebook.com/avantgardeartisansbrasseurs/,http://www.ratebeer.com/brewers/avant-garde-artisans-brasseurs/27375/,https://untappd.com/w/avant-garde-artisans-brasseurs/274372,?,?,?,?,?,?,?,,
MICROBRASSERIE VOX POPULI,,,?,?,?,Québec,Canada,45.56727,-73.5374,6,,BR121,Sans permis,0,2016,http://www.microbrasserievoxpopuli.com/,info@microbrasserievoxpopuli.com,?,https://www.facebook.com/Microbrasserie-Vox-Populi-174556829228617/,http://www.ratebeer.com/brewers/microbrasserie-vox-populi/21877/,https://untappd.com/VoxNation,X,https://twitter.com/Black_Barn,?,?,https://www.instagram.com/microbrasserievoxpopuli/,?,?,,
LE GRIENDEL,,,"195, RUE SAINT-VALLIER OUEST",QUÉBEC,G1K 1K2,Québec,Canada,46.811779,-71.234812,3,,BR114,Sans permis,0,2015,http://www.monsaintsauveur.com/entreprises/griendel/,martin@griendel.com,581-742-2884,https://www.facebook.com/Brasserie.artisanale.griendel,http://www.ratebeer.com/brewers/griendel-brasserie-artisanale/24899/,https://untappd.com/Griendel,https://www.aumenu.info/griendel-brasserie-artisanale/,https://twitter.com/GriendelBrewpub,?,?,?,?,?,,
BROUHAHA (AHUNTSIC),,,"10295, AVENUE PAPINEAU",MONTRÉAL,H2B 2A1,Québec,Canada,45.56826,-73.6531,6,,BR114,Sans permis,0,2008,http://www.brouepubbrouhaha.com/,info@brouepubbrouhaha.com,438-380-5563,https://www.facebook.com/brouepubbrouhaha,http://www.ratebeer.com/brewers/broue-pub-brouhaha/9459/,https://untappd.com/w/broue-pub-brouhaha/13643,X,X,?,?,https://www.instagram.com/brouepubbrouhaha/,?,?,,
BROUHAHA (ROSEMONT),,,"5860, AVENUE DE LORIMIER",MONTRÉAL,H2G 2N9,Québec,Canada,45.54238,-73.5884,6,,BR114,Sans permis,0,2008,http://www.brouepubbrouhaha.com/,Info@brouepubbrouhaha.com,514-271-7571,https://www.facebook.com/brouepubbrouhaha,http://www.ratebeer.com/brewers/broue-pub-brouhaha/9459/,https://untappd.com/w/broue-pub-brouhaha/13643,X,https://twitter.com/PubBrouhaha,?,?,https://www.instagram.com/brouepubbrouhaha/,?,?,,
ISLE DE GARDE,,,"1039, RUE BEAUBIEN EST",MONTRÉAL ,H2S 1T3,Québec,Canada,45.537684,-73.601736,6,,BR114,Sans permis,0,2014,http://www.isledegarde.com/,info@isledegarde.com,514-303-1661,https://www.facebook.com/Isle-de-Garde-510908485722378/,http://www.ratebeer.com/brewers/isle-de-garde/21105/,https://untappd.com/v/isle-de-garde/2068439,https://www.aumenu.info/isle-de-garde/,X,?,?,https://www.instagram.com/isledegarde/,?,?,,
BOSWELL BRASSERIE ARTISANALE,,,"2407, RUE MONT-ROYAL EST",MONTRÉAL ,H2H 1L1,Québec,Canada,45.538315,-73.56958,6,,BR114,Sans permis,0,2015,http://brasserieboswell.com/,info@brasserieboswell.com,438-386-4661,https://www.facebook.com/brasserieboswell,http://www.ratebeer.com/brewers/boswell-brasserie-artisanale/24953/,https://untappd.com/Boswell,X,X,?,?,https://www.instagram.com/brasserieboswell/,?,?,,
NOIRE ET BLANCHE,,,"196, RUE SAINT-EUSTACHE",SAINT-EUSTACHE ,J7R 2L5,Québec,Canada,45.558247,-73.894361,15,,BR114,Sans permis,0,2012,http://noire-et-blanche.ca/,info@noire-et-blanche.ca,450-983-6100,https://www.facebook.com/nebmicro/,http://www.ratebeer.com/brewers/noire-et-blanche/14989/,https://untappd.com/NoireetBlancheMicrobrasserie,X,https://twitter.com/nebmicro,?,https://www.youtube.com/channel/UC797DOneSgQCeOfVSZzNxqA,?,?,?,,
YÏSST,,,"901, ST-ZOTIQUE",MONTRÉAL,H2S 1M9,Québec,Canada,45.53821,-73.6062,6,,BR114,Sans permis,0,?,http://yisst.com/,info@yisst.com,514-439-0992,https://www.facebook.com/yisst.pub.petite.patrie,http://www.ratebeer.com/p/yisst/57900/,?,X,?,?,?,https://www.instagram.com/yisst_pub/,?,?,,Avec La Succursale 
BIRRA,,,"7129, BOULEVARD SAINT-LAURENT",MONTRÉAL,H2S 0B2,Québec,Canada,45.53444,-73.6178,6,,BR114,Sans permis,0,?,http://birra.ca,info@birra.ca,514-447-3154,https://www.facebook.com/birrabarabieresmaison,?,https://untappd.com/v/birra/4054597,https://www.aumenu.info/birra-bar-a-bieres-maison/,?,?,?,https://www.instagram.com/birra_bar_a_bieres_maison/,?,?,,Avec La Succursale 
